"","X","modelbaseversion","suppliercountry","suppliernationalidentifier","publicationlanguage","publicationtime","publicationcountry","publicationnationalidentifier","situationid","situationconfidentiality","situationinformationstatus","situationurgency","situationrecordid","situationrecordcreationtime","situationrecordversion","situationrecordversiontime","situationrecordfirstsupplierversiontime","probabilityofoccurrence","validitystatus","overallstarttime","delaytimevalue","openlrbinary","openlrversion","alertceventcode","abnormaltraffictype","averagespeed","effectonroadlayout","roadmaintenancetype","roadmaintenancevalue","roadmaintenancelang","constructionworktype","networkmanagementtype","vehicleobstructiontype","accidenttype","obstructiontype","environmentalobstructiontype","poorenvironmenttype","ID","lon","lat"
"2545",1236,1,"nl","TomTom Traffic Service","en","2016-05-19 08:15:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",5,"2016-05-19 08:15:30","2016-05-19 08:15:30","probable","active","2016-05-19 08:02:00",373,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34847456284109,36.154353672699
"2546",1237,1,"nl","TomTom Traffic Service","en","2016-05-19 08:15:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:15:30","2016-05-19 08:15:30","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34837456277814,36.1551636726967
"2547",1238,1,"nl","TomTom Traffic Service","en","2016-05-19 08:16:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",3,"2016-05-19 08:16:30","2016-05-19 08:16:30","probable","active","2016-05-19 08:06:30",302,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.3484803298233,36.1543514001555
"2548",1239,1,"nl","TomTom Traffic Service","en","2016-05-19 08:16:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:16:30","2016-05-19 08:16:30","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34838032999317,36.1551614001969
"2549",1240,1,"nl","TomTom Traffic Service","en","2016-05-19 08:16:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",6,"2016-05-19 08:16:30","2016-05-19 08:16:30","probable","active","2016-05-19 08:02:00",309,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.3484803298233,36.1543514001555
"2550",1241,1,"nl","TomTom Traffic Service","en","2016-05-19 08:16:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:16:30","2016-05-19 08:16:30","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.3484803298233,36.1543514001555
"2551",1242,1,"nl","TomTom Traffic Service","en","2016-05-19 08:18:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",3,"2016-05-19 08:18:30","2016-05-19 08:18:30","probable","active","2016-05-19 08:06:30",302,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.3484803298233,36.1543514001555
"2552",1243,1,"nl","TomTom Traffic Service","en","2016-05-19 08:18:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:18:30","2016-05-19 08:18:30","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.3484803298233,36.1543514001555
"2553",1244,1,"nl","TomTom Traffic Service","en","2016-05-19 08:18:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",6,"2016-05-19 08:18:30","2016-05-19 08:18:30","probable","active","2016-05-19 08:02:00",309,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.3484803298233,36.1543514001555
"2554",1245,1,"nl","TomTom Traffic Service","en","2016-05-19 08:18:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:18:30","2016-05-19 08:18:30","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.3484803298233,36.1543514001555
"2555",1246,1,"nl","TomTom Traffic Service","en","2016-05-19 08:19:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",3,"2016-05-19 08:19:00","2016-05-19 08:19:00","probable","active","2016-05-19 08:06:30",302,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.35451276132149,36.1461945376964
"2556",1247,1,"nl","TomTom Traffic Service","en","2016-05-19 08:19:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:19:00","2016-05-19 08:19:00","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34847616075779,36.1543530616349
"2557",1248,1,"nl","TomTom Traffic Service","en","2016-05-19 08:19:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",6,"2016-05-19 08:19:00","2016-05-19 08:19:00","probable","active","2016-05-19 08:02:00",309,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34847616075779,36.1543530616349
"2558",1249,1,"nl","TomTom Traffic Service","en","2016-05-19 08:19:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:19:00","2016-05-19 08:19:00","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351078544",-5.35364445436058,36.1459000378986
"2559",1250,1,"nl","TomTom Traffic Service","en","2016-05-19 08:19:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",3,"2016-05-19 08:19:00","2016-05-19 08:19:00","probable","active","2016-05-19 08:06:30",302,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34847616075779,36.1543530616349
"2560",1251,1,"nl","TomTom Traffic Service","en","2016-05-19 08:19:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:19:00","2016-05-19 08:19:00","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34846073712463,36.1543686885292
"2561",1252,1,"nl","TomTom Traffic Service","en","2016-05-19 08:19:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",6,"2016-05-19 08:19:00","2016-05-19 08:19:00","probable","active","2016-05-19 08:02:00",309,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34846073712463,36.1543686885292
"2562",1253,1,"nl","TomTom Traffic Service","en","2016-05-19 08:19:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:19:00","2016-05-19 08:19:00","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34846073712463,36.1543686885292
"2563",1254,1,"nl","TomTom Traffic Service","en","2016-05-19 08:21:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",3,"2016-05-19 08:21:30","2016-05-19 08:21:30","probable","active","2016-05-19 08:06:30",302,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34846073712463,36.1543686885292
"2564",1255,1,"nl","TomTom Traffic Service","en","2016-05-19 08:21:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:21:30","2016-05-19 08:21:30","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.3483607372945,36.1551786885561
"2565",1256,1,"nl","TomTom Traffic Service","en","2016-05-19 08:21:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",6,"2016-05-19 08:21:30","2016-05-19 08:21:30","probable","active","2016-05-19 08:02:00",309,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.3483607372945,36.1551786885561
"2566",1257,1,"nl","TomTom Traffic Service","en","2016-05-19 08:21:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",4,"2016-05-19 08:21:30","2016-05-19 08:21:30","probable","active","2016-05-19 07:30:30",798,"C/wxURm16gw4DQIx/4sKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34847456284109,36.154353672699
"2567",1258,1,"nl","TomTom Traffic Service","en","2016-05-19 08:21:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",3,"2016-05-19 08:21:30","2016-05-19 08:21:30","probable","active","2016-05-19 08:06:30",302,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34847456284109,36.154353672699
"2568",1259,1,"nl","TomTom Traffic Service","en","2016-05-19 08:21:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:21:30","2016-05-19 08:21:30","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592",-5.35274029823261,36.1343367519462
"2569",1260,1,"nl","TomTom Traffic Service","en","2016-05-19 08:21:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",6,"2016-05-19 08:21:30","2016-05-19 08:21:30","probable","active","2016-05-19 08:02:00",309,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592",-5.35274029823261,36.1343367519462
"2570",1261,1,"nl","TomTom Traffic Service","en","2016-05-19 08:21:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",4,"2016-05-19 08:21:30","2016-05-19 08:21:30","probable","active","2016-05-19 07:30:30",798,"C/wxURm16gw4DQIx/4sKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592",-5.35274735113846,36.1343391964351
"2571",1262,1,"nl","TomTom Traffic Service","en","2016-05-19 08:22:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",3,"2016-05-19 08:22:30","2016-05-19 08:22:30","probable","active","2016-05-19 08:06:30",302,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544",-5.34847456284109,36.154353672699
"2572",1263,1,"nl","TomTom Traffic Service","en","2016-05-19 08:22:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:22:30","2016-05-19 08:22:30","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3484803298233,36.1543514001555
"2573",1264,1,"nl","TomTom Traffic Service","en","2016-05-19 08:22:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",6,"2016-05-19 08:22:30","2016-05-19 08:22:30","probable","active","2016-05-19 08:02:00",309,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"2574",1265,1,"nl","TomTom Traffic Service","en","2016-05-19 08:22:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",4,"2016-05-19 08:22:30","2016-05-19 08:22:30","probable","active","2016-05-19 07:30:30",798,"C/wxURm16gw4DQIx/4sKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2575",1266,1,"nl","TomTom Traffic Service","en","2016-05-19 08:24:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",3,"2016-05-19 08:24:30","2016-05-19 08:24:30","probable","active","2016-05-19 07:58:00",185,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2576",1267,1,"nl","TomTom Traffic Service","en","2016-05-19 08:24:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",3,"2016-05-19 08:24:30","2016-05-19 08:24:30","probable","active","2016-05-19 08:06:30",302,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2577",1268,1,"nl","TomTom Traffic Service","en","2016-05-19 08:24:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",6,"2016-05-19 08:24:30","2016-05-19 08:24:30","probable","active","2016-05-19 08:02:00",309,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2578",1269,1,"nl","TomTom Traffic Service","en","2016-05-19 08:24:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",4,"2016-05-19 08:24:30","2016-05-19 08:24:30","probable","active","2016-05-19 07:30:30",798,"C/wxURm16gw4DQIx/4sKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2579",1270,1,"nl","TomTom Traffic Service","en","2016-05-19 08:25:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",3,"2016-05-19 08:25:00","2016-05-19 08:25:00","probable","active","2016-05-19 07:58:00",185,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34846324517633,36.15436556953
"2580",1271,1,"nl","TomTom Traffic Service","en","2016-05-19 08:25:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",3,"2016-05-19 08:25:00","2016-05-19 08:25:00","probable","active","2016-05-19 08:06:30",302,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34846324517633,36.15436556953
"2581",1272,1,"nl","TomTom Traffic Service","en","2016-05-19 08:25:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",6,"2016-05-19 08:25:00","2016-05-19 08:25:00","probable","active","2016-05-19 08:02:00",309,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3484803298233,36.1543514001555
"2582",1273,1,"nl","TomTom Traffic Service","en","2016-05-19 08:25:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",4,"2016-05-19 08:25:00","2016-05-19 08:25:00","probable","active","2016-05-19 07:30:30",798,"C/wxURm16gw4DQIx/4sKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3484803298233,36.1543514001555
"2583",1274,1,"nl","TomTom Traffic Service","en","2016-05-19 08:26:07","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",3,"2016-05-19 08:26:07","2016-05-19 08:26:07","probable","active","2016-05-19 07:58:00",185,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3484803298233,36.1543514001555
